Datum;Tag;Monat;Stunde;Verbrauch
07.01. 04:00;07;01;04;0,055897
07.01. 05:00;07;01;05;0,060357
07.01. 06:00;07;01;06;0,069921
07.01. 07:00;07;01;07;0,10617
07.01. 08:00;07;01;08;0,175
07.01. 09:00;07;01;09;0,21169
07.01. 10:00;07;01;10;0,21578
07.01. 11:00;07;01;11;0,21531
07.01. 12:00;07;01;12;0,20166
07.01. 13:00;07;01;13;0,16298
07.01. 14:00;07;01;14;0,15493
07.01. 15:00;07;01;15;0,197
07.01. 16:00;07;01;16;0,21613
07.01. 17:00;07;01;17;0,22542
07.01. 18:00;07;01;18;0,19943
07.01. 19:00;07;01;19;0,14066
07.01. 20:00;07;01;20;0,10374
07.01. 21:00;07;01;21;0,085282
07.01. 22:00;07;01;22;0,069797
07.01. 23:00;07;01;23;0,063033
08.01. 00:00;08;01;00;0,059688
08.01. 01:00;08;01;01;0,05726
08.01. 02:00;08;01;02;0,055922
08.01. 03:00;08;01;03;0,055847
08.01. 04:00;08;01;04;0,055897
08.01. 05:00;08;01;05;0,060357
08.01. 06:00;08;01;06;0,069921
08.01. 07:00;08;01;07;0,10617
08.01. 08:00;08;01;08;0,175
08.01. 09:00;08;01;09;0,21169
08.01. 10:00;08;01;10;0,21578
08.01. 11:00;08;01;11;0,21531
08.01. 12:00;08;01;12;0,20166
08.01. 13:00;08;01;13;0,16298
08.01. 14:00;08;01;14;0,15493
08.01. 15:00;08;01;15;0,197
08.01. 16:00;08;01;16;0,21613
08.01. 17:00;08;01;17;0,22542
08.01. 18:00;08;01;18;0,19943
08.01. 19:00;08;01;19;0,14066
08.01. 20:00;08;01;20;0,10374
08.01. 21:00;08;01;21;0,085282
08.01. 22:00;08;01;22;0,069797
08.01. 23:00;08;01;23;0,063033
09.01. 00:00;09;01;00;0,059688
09.01. 01:00;09;01;01;0,05726
09.01. 02:00;09;01;02;0,055922
09.01. 03:00;09;01;03;0,055847
09.01. 04:00;09;01;04;0,055897
09.01. 05:00;09;01;05;0,060357
09.01. 06:00;09;01;06;0,069921
09.01. 07:00;09;01;07;0,10617
09.01. 08:00;09;01;08;0,175
09.01. 09:00;09;01;09;0,21169
09.01. 10:00;09;01;10;0,21578
09.01. 11:00;09;01;11;0,21531
09.01. 12:00;09;01;12;0,20166
09.01. 13:00;09;01;13;0,16298
09.01. 14:00;09;01;14;0,15493
09.01. 15:00;09;01;15;0,197
09.01. 16:00;09;01;16;0,21613
09.01. 17:00;09;01;17;0,22542
09.01. 18:00;09;01;18;0,19943
09.01. 19:00;09;01;19;0,14066
09.01. 20:00;09;01;20;0,10374
09.01. 21:00;09;01;21;0,085282
09.01. 22:00;09;01;22;0,069797
09.01. 23:00;09;01;23;0,063033
10.01. 00:00;10;01;00;0,059688
10.01. 01:00;10;01;01;0,05726
10.01. 02:00;10;01;02;0,055922
10.01. 03:00;10;01;03;0,055847
10.01. 04:00;10;01;04;0,055897
10.01. 05:00;10;01;05;0,060357
10.01. 06:00;10;01;06;0,069921
10.01. 07:00;10;01;07;0,10617
10.01. 08:00;10;01;08;0,175
10.01. 09:00;10;01;09;0,21169
10.01. 10:00;10;01;10;0,21578
10.01. 11:00;10;01;11;0,21531
10.01. 12:00;10;01;12;0,20166
10.01. 13:00;10;01;13;0,16298
10.01. 14:00;10;01;14;0,15493
10.01. 15:00;10;01;15;0,197
10.01. 16:00;10;01;16;0,21613
10.01. 17:00;10;01;17;0,22542
10.01. 18:00;10;01;18;0,19943
10.01. 19:00;10;01;19;0,14066
10.01. 20:00;10;01;20;0,10374
10.01. 21:00;10;01;21;0,085282
10.01. 22:00;10;01;22;0,069797
10.01. 23:00;10;01;23;0,063033
11.01. 00:00;11;01;00;0,059688
11.01. 01:00;11;01;01;0,05726
11.01. 02:00;11;01;02;0,055922
11.01. 03:00;11;01;03;0,055847
11.01. 04:00;11;01;04;0,055897
11.01. 05:00;11;01;05;0,060357
11.01. 06:00;11;01;06;0,069921
11.01. 07:00;11;01;07;0,10617
11.01. 08:00;11;01;08;0,175
11.01. 09:00;11;01;09;0,21169
11.01. 10:00;11;01;10;0,21578
11.01. 11:00;11;01;11;0,21531
11.01. 12:00;11;01;12;0,20166
11.01. 13:00;11;01;13;0,16298
11.01. 14:00;11;01;14;0,15493
11.01. 15:00;11;01;15;0,197
11.01. 16:00;11;01;16;0,21613
11.01. 17:00;11;01;17;0,22542
11.01. 18:00;11;01;18;0,19943
11.01. 19:00;11;01;19;0,14066
11.01. 20:00;11;01;20;0,10374
11.01. 21:00;11;01;21;0,085282
11.01. 22:00;11;01;22;0,069797
11.01. 23:00;11;01;23;0,063033
12.01. 00:00;12;01;00;0,060183
12.01. 01:00;12;01;01;0,058746
12.01. 02:00;12;01;02;0,057805
12.01. 03:00;12;01;03;0,057037
12.01. 04:00;12;01;04;0,056814
12.01. 05:00;12;01;05;0,060654
12.01. 06:00;12;01;06;0,073637
12.01. 07:00;12;01;07;0,13048
12.01. 08:00;12;01;08;0,18642
12.01. 09:00;12;01;09;0,21075
12.01. 10:00;12;01;10;0,2199
12.01. 11:00;12;01;11;0,2192
12.01. 12:00;12;01;12;0,21588
12.01. 13:00;12;01;13;0,19163
12.01. 14:00;12;01;14;0,13233
12.01. 15:00;12;01;15;0,090585
12.01. 16:00;12;01;16;0,082309
12.01. 17:00;12;01;17;0,089495
12.01. 18:00;12;01;18;0,090535
12.01. 19:00;12;01;19;0,093459
12.01. 20:00;12;01;20;0,087562
12.01. 21:00;12;01;21;0,073563
12.01. 22:00;12;01;22;0,062389
12.01. 23:00;12;01;23;0,058053
13.01. 00:00;13;01;00;0,055278
13.01. 01:00;13;01;01;0,053271
13.01. 02:00;13;01;02;0,053072
13.01. 03:00;13;01;03;0,052106
13.01. 04:00;13;01;04;0,051338
13.01. 05:00;13;01;05;0,055798
13.01. 06:00;13;01;06;0,063256
13.01. 07:00;13;01;07;0,064569
13.01. 08:00;13;01;08;0,059911
13.01. 09:00;13;01;09;0,056962
13.01. 10:00;13;01;10;0,059465
13.01. 11:00;13;01;11;0,065436
13.01. 12:00;13;01;12;0,063949
13.01. 13:00;13;01;13;0,059886
13.01. 14:00;13;01;14;0,061249
13.01. 15:00;13;01;15;0,064247
13.01. 16:00;13;01;16;0,066997
13.01. 17:00;13;01;17;0,079906
13.01. 18:00;13;01;18;0,086596
13.01. 19:00;13;01;19;0,090436
13.01. 20:00;13;01;20;0,083771
13.01. 21:00;13;01;21;0,07106
13.01. 22:00;13;01;22;0,061373
13.01. 23:00;13;01;23;0,056814
14.01. 00:00;14;01;00;0,059688
14.01. 01:00;14;01;01;0,05726
14.01. 02:00;14;01;02;0,055922
14.01. 03:00;14;01;03;0,055847
14.01. 04:00;14;01;04;0,055897
14.01. 05:00;14;01;05;0,060357
14.01. 06:00;14;01;06;0,069921
14.01. 07:00;14;01;07;0,10617
14.01. 08:00;14;01;08;0,175
14.01. 09:00;14;01;09;0,21169
14.01. 10:00;14;01;10;0,21578
14.01. 11:00;14;01;11;0,21531
14.01. 12:00;14;01;12;0,20166
14.01. 13:00;14;01;13;0,16298
14.01. 14:00;14;01;14;0,15493
14.01. 15:00;14;01;15;0,197
14.01. 16:00;14;01;16;0,21613
14.01. 17:00;14;01;17;0,22542
14.01. 18:00;14;01;18;0,19943
14.01. 19:00;14;01;19;0,14066
14.01. 20:00;14;01;20;0,10374
14.01. 21:00;14;01;21;0,085282
14.01. 22:00;14;01;22;0,069797
14.01. 23:00;14;01;23;0,063033
15.01. 00:00;15;01;00;0,059688
15.01. 01:00;15;01;01;0,05726
15.01. 02:00;15;01;02;0,055922
15.01. 03:00;15;01;03;0,055847
15.01. 04:00;15;01;04;0,055897
15.01. 05:00;15;01;05;0,060357
15.01. 06:00;15;01;06;0,069921
15.01. 07:00;15;01;07;0,10617
15.01. 08:00;15;01;08;0,175
15.01. 09:00;15;01;09;0,21169
15.01. 10:00;15;01;10;0,21578
15.01. 11:00;15;01;11;0,21531
15.01. 12:00;15;01;12;0,20166
15.01. 13:00;15;01;13;0,16298
15.01. 14:00;15;01;14;0,15493
15.01. 15:00;15;01;15;0,197
15.01. 16:00;15;01;16;0,21613
15.01. 17:00;15;01;17;0,22542
15.01. 18:00;15;01;18;0,19943
15.01. 19:00;15;01;19;0,14066
15.01. 20:00;15;01;20;0,10374
15.01. 21:00;15;01;21;0,085282
15.01. 22:00;15;01;22;0,069797
15.01. 23:00;15;01;23;0,063033
16.01. 00:00;16;01;00;0,059688
16.01. 01:00;16;01;01;0,05726
16.01. 02:00;16;01;02;0,055922
16.01. 03:00;16;01;03;0,055847
16.01. 04:00;16;01;04;0,055897
16.01. 05:00;16;01;05;0,060357
16.01. 06:00;16;01;06;0,069921
16.01. 07:00;16;01;07;0,10617
16.01. 08:00;16;01;08;0,175
16.01. 09:00;16;01;09;0,21169
16.01. 10:00;16;01;10;0,21578
16.01. 11:00;16;01;11;0,21531
16.01. 12:00;16;01;12;0,20166
16.01. 13:00;16;01;13;0,16298
16.01. 14:00;16;01;14;0,15493
16.01. 15:00;16;01;15;0,197
16.01. 16:00;16;01;16;0,21613
16.01. 17:00;16;01;17;0,22542
16.01. 18:00;16;01;18;0,19943
16.01. 19:00;16;01;19;0,14066
16.01. 20:00;16;01;20;0,10374
16.01. 21:00;16;01;21;0,085282
16.01. 22:00;16;01;22;0,069797
16.01. 23:00;16;01;23;0,063033
17.01. 00:00;17;01;00;0,059688
17.01. 01:00;17;01;01;0,05726
17.01. 02:00;17;01;02;0,055922
17.01. 03:00;17;01;03;0,055847
17.01. 04:00;17;01;04;0,055897
17.01. 05:00;17;01;05;0,060357
17.01. 06:00;17;01;06;0,069921
17.01. 07:00;17;01;07;0,10617
17.01. 08:00;17;01;08;0,175
17.01. 09:00;17;01;09;0,21169
17.01. 10:00;17;01;10;0,21578
17.01. 11:00;17;01;11;0,21531
17.01. 12:00;17;01;12;0,20166
17.01. 13:00;17;01;13;0,16298
17.01. 14:00;17;01;14;0,15493
17.01. 15:00;17;01;15;0,197
17.01. 16:00;17;01;16;0,21613
17.01. 17:00;17;01;17;0,22542
17.01. 18:00;17;01;18;0,19943
17.01. 19:00;17;01;19;0,14066
17.01. 20:00;17;01;20;0,10374
17.01. 21:00;17;01;21;0,085282
17.01. 22:00;17;01;22;0,069797
17.01. 23:00;17;01;23;0,063033
18.01. 00:00;18;01;00;0,059688
18.01. 01:00;18;01;01;0,05726
18.01. 02:00;18;01;02;0,055922
18.01. 03:00;18;01;03;0,055847
18.01. 04:00;18;01;04;0,055897
18.01. 05:00;18;01;05;0,060357
18.01. 06:00;18;01;06;0,069921
18.01. 07:00;18;01;07;0,10617
18.01. 08:00;18;01;08;0,175
18.01. 09:00;18;01;09;0,21169
18.01. 10:00;18;01;10;0,21578
18.01. 11:00;18;01;11;0,21531
18.01. 12:00;18;01;12;0,20166
18.01. 13:00;18;01;13;0,16298
18.01. 14:00;18;01;14;0,15493
18.01. 15:00;18;01;15;0,197
18.01. 16:00;18;01;16;0,21613
18.01. 17:00;18;01;17;0,22542
18.01. 18:00;18;01;18;0,19943
18.01. 19:00;18;01;19;0,14066
18.01. 20:00;18;01;20;0,10374
18.01. 21:00;18;01;21;0,085282
18.01. 22:00;18;01;22;0,069797
18.01. 23:00;18;01;23;0,063033
19.01. 00:00;19;01;00;0,060183
19.01. 01:00;19;01;01;0,058746
19.01. 02:00;19;01;02;0,057805
19.01. 03:00;19;01;03;0,057037
19.01. 04:00;19;01;04;0,056814
19.01. 05:00;19;01;05;0,060654
19.01. 06:00;19;01;06;0,073637
19.01. 07:00;19;01;07;0,13048
19.01. 08:00;19;01;08;0,18642
19.01. 09:00;19;01;09;0,21075
19.01. 10:00;19;01;10;0,2199
19.01. 11:00;19;01;11;0,2192
19.01. 12:00;19;01;12;0,21588
19.01. 13:00;19;01;13;0,19163
19.01. 14:00;19;01;14;0,13233
19.01. 15:00;19;01;15;0,090585
19.01. 16:00;19;01;16;0,082309
19.01. 17:00;19;01;17;0,089495
19.01. 18:00;19;01;18;0,090535
19.01. 19:00;19;01;19;0,093459
19.01. 20:00;19;01;20;0,087562
19.01. 21:00;19;01;21;0,073563
19.01. 22:00;19;01;22;0,062389
19.01. 23:00;19;01;23;0,058053
20.01. 00:00;20;01;00;0,055278
20.01. 01:00;20;01;01;0,053271
20.01. 02:00;20;01;02;0,053072
20.01. 03:00;20;01;03;0,052106
20.01. 04:00;20;01;04;0,051338
20.01. 05:00;20;01;05;0,055798
20.01. 06:00;20;01;06;0,063256
20.01. 07:00;20;01;07;0,064569
20.01. 08:00;20;01;08;0,059911
20.01. 09:00;20;01;09;0,056962
20.01. 10:00;20;01;10;0,059465
20.01. 11:00;20;01;11;0,065436
20.01. 12:00;20;01;12;0,063949
20.01. 13:00;20;01;13;0,059886
20.01. 14:00;20;01;14;0,061249
20.01. 15:00;20;01;15;0,064247
20.01. 16:00;20;01;16;0,066997
20.01. 17:00;20;01;17;0,079906
20.01. 18:00;20;01;18;0,086596
20.01. 19:00;20;01;19;0,090436
20.01. 20:00;20;01;20;0,083771
20.01. 21:00;20;01;21;0,07106
20.01. 22:00;20;01;22;0,061373
20.01. 23:00;20;01;23;0,056814
21.01. 00:00;21;01;00;0,059688
21.01. 01:00;21;01;01;0,05726
21.01. 02:00;21;01;02;0,055922
21.01. 03:00;21;01;03;0,055847
21.01. 04:00;21;01;04;0,055897
21.01. 05:00;21;01;05;0,060357
21.01. 06:00;21;01;06;0,069921
21.01. 07:00;21;01;07;0,10617
21.01. 08:00;21;01;08;0,175
21.01. 09:00;21;01;09;0,21169
21.01. 10:00;21;01;10;0,21578
21.01. 11:00;21;01;11;0,21531
21.01. 12:00;21;01;12;0,20166
21.01. 13:00;21;01;13;0,16298
21.01. 14:00;21;01;14;0,15493
21.01. 15:00;21;01;15;0,197
21.01. 16:00;21;01;16;0,21613
21.01. 17:00;21;01;17;0,22542
21.01. 18:00;21;01;18;0,19943
21.01. 19:00;21;01;19;0,14066
21.01. 20:00;21;01;20;0,10374
21.01. 21:00;21;01;21;0,085282
21.01. 22:00;21;01;22;0,069797
21.01. 23:00;21;01;23;0,063033
22.01. 00:00;22;01;00;0,059688
22.01. 01:00;22;01;01;0,05726
22.01. 02:00;22;01;02;0,055922
22.01. 03:00;22;01;03;0,055847
22.01. 04:00;22;01;04;0,055897
22.01. 05:00;22;01;05;0,060357
22.01. 06:00;22;01;06;0,069921
22.01. 07:00;22;01;07;0,10617
22.01. 08:00;22;01;08;0,175
22.01. 09:00;22;01;09;0,21169
22.01. 10:00;22;01;10;0,21578
22.01. 11:00;22;01;11;0,21531
22.01. 12:00;22;01;12;0,20166
22.01. 13:00;22;01;13;0,16298
22.01. 14:00;22;01;14;0,15493
22.01. 15:00;22;01;15;0,197
22.01. 16:00;22;01;16;0,21613
22.01. 17:00;22;01;17;0,22542
22.01. 18:00;22;01;18;0,19943
22.01. 19:00;22;01;19;0,14066
22.01. 20:00;22;01;20;0,10374
22.01. 21:00;22;01;21;0,085282
22.01. 22:00;22;01;22;0,069797
22.01. 23:00;22;01;23;0,063033
23.01. 00:00;23;01;00;0,059688
23.01. 01:00;23;01;01;0,05726
23.01. 02:00;23;01;02;0,055922
23.01. 03:00;23;01;03;0,055847
23.01. 04:00;23;01;04;0,055897
23.01. 05:00;23;01;05;0,060357
23.01. 06:00;23;01;06;0,069921
23.01. 07:00;23;01;07;0,10617
23.01. 08:00;23;01;08;0,175
23.01. 09:00;23;01;09;0,21169
23.01. 10:00;23;01;10;0,21578
23.01. 11:00;23;01;11;0,21531
23.01. 12:00;23;01;12;0,20166
23.01. 13:00;23;01;13;0,16298
23.01. 14:00;23;01;14;0,15493
23.01. 15:00;23;01;15;0,197
23.01. 16:00;23;01;16;0,21613
23.01. 17:00;23;01;17;0,22542
23.01. 18:00;23;01;18;0,19943
23.01. 19:00;23;01;19;0,14066
23.01. 20:00;23;01;20;0,10374
23.01. 21:00;23;01;21;0,085282
23.01. 22:00;23;01;22;0,069797
23.01. 23:00;23;01;23;0,063033
24.01. 00:00;24;01;00;0,059688
24.01. 01:00;24;01;01;0,05726
24.01. 02:00;24;01;02;0,055922
24.01. 03:00;24;01;03;0,055847
24.01. 04:00;24;01;04;0,055897
24.01. 05:00;24;01;05;0,060357
24.01. 06:00;24;01;06;0,069921
24.01. 07:00;24;01;07;0,10617
24.01. 08:00;24;01;08;0,175
24.01. 09:00;24;01;09;0,21169
24.01. 10:00;24;01;10;0,21578
24.01. 11:00;24;01;11;0,21531
24.01. 12:00;24;01;12;0,20166
24.01. 13:00;24;01;13;0,16298
24.01. 14:00;24;01;14;0,15493
24.01. 15:00;24;01;15;0,197
24.01. 16:00;24;01;16;0,21613
24.01. 17:00;24;01;17;0,22542
24.01. 18:00;24;01;18;0,19943
24.01. 19:00;24;01;19;0,14066
24.01. 20:00;24;01;20;0,10374
24.01. 21:00;24;01;21;0,085282
24.01. 22:00;24;01;22;0,069797
24.01. 23:00;24;01;23;0,063033
25.01. 00:00;25;01;00;0,059688
25.01. 01:00;25;01;01;0,05726
25.01. 02:00;25;01;02;0,055922
25.01. 03:00;25;01;03;0,055847
25.01. 04:00;25;01;04;0,055897
25.01. 05:00;25;01;05;0,060357
25.01. 06:00;25;01;06;0,069921
25.01. 07:00;25;01;07;0,10617
25.01. 08:00;25;01;08;0,175
25.01. 09:00;25;01;09;0,21169
25.01. 10:00;25;01;10;0,21578
25.01. 11:00;25;01;11;0,21531
25.01. 12:00;25;01;12;0,20166
25.01. 13:00;25;01;13;0,16298
25.01. 14:00;25;01;14;0,15493
25.01. 15:00;25;01;15;0,197
25.01. 16:00;25;01;16;0,21613
25.01. 17:00;25;01;17;0,22542
25.01. 18:00;25;01;18;0,19943
25.01. 19:00;25;01;19;0,14066
25.01. 20:00;25;01;20;0,10374
25.01. 21:00;25;01;21;0,085282
25.01. 22:00;25;01;22;0,069797
25.01. 23:00;25;01;23;0,063033
26.01. 00:00;26;01;00;0,060183
26.01. 01:00;26;01;01;0,058746
26.01. 02:00;26;01;02;0,057805
26.01. 03:00;26;01;03;0,057037
26.01. 04:00;26;01;04;0,056814
26.01. 05:00;26;01;05;0,060654
26.01. 06:00;26;01;06;0,073637
26.01. 07:00;26;01;07;0,13048
26.01. 08:00;26;01;08;0,18642
26.01. 09:00;26;01;09;0,21075
26.01. 10:00;26;01;10;0,2199
26.01. 11:00;26;01;11;0,2192
26.01. 12:00;26;01;12;0,21588
26.01. 13:00;26;01;13;0,19163
26.01. 14:00;26;01;14;0,13233
26.01. 15:00;26;01;15;0,090585
26.01. 16:00;26;01;16;0,082309
26.01. 17:00;26;01;17;0,089495
26.01. 18:00;26;01;18;0,090535
26.01. 19:00;26;01;19;0,093459
26.01. 20:00;26;01;20;0,087562
26.01. 21:00;26;01;21;0,073563
26.01. 22:00;26;01;22;0,062389
26.01. 23:00;26;01;23;0,058053
27.01. 00:00;27;01;00;0,055278
27.01. 01:00;27;01;01;0,053271
27.01. 02:00;27;01;02;0,053072
27.01. 03:00;27;01;03;0,052106
27.01. 04:00;27;01;04;0,051338
27.01. 05:00;27;01;05;0,055798
27.01. 06:00;27;01;06;0,063256
27.01. 07:00;27;01;07;0,064569
27.01. 08:00;27;01;08;0,059911
27.01. 09:00;27;01;09;0,056962
27.01. 10:00;27;01;10;0,059465
27.01. 11:00;27;01;11;0,065436
27.01. 12:00;27;01;12;0,063949
27.01. 13:00;27;01;13;0,059886
27.01. 14:00;27;01;14;0,061249
27.01. 15:00;27;01;15;0,064247
27.01. 16:00;27;01;16;0,066997
27.01. 17:00;27;01;17;0,079906
27.01. 18:00;27;01;18;0,086596
27.01. 19:00;27;01;19;0,090436
27.01. 20:00;27;01;20;0,083771
27.01. 21:00;27;01;21;0,07106
27.01. 22:00;27;01;22;0,061373
27.01. 23:00;27;01;23;0,056814
28.01. 00:00;28;01;00;0,059688
28.01. 01:00;28;01;01;0,05726
28.01. 02:00;28;01;02;0,055922
28.01. 03:00;28;01;03;0,055847
28.01. 04:00;28;01;04;0,055897
28.01. 05:00;28;01;05;0,060357
28.01. 06:00;28;01;06;0,069921
28.01. 07:00;28;01;07;0,10617
28.01. 08:00;28;01;08;0,175
28.01. 09:00;28;01;09;0,21169
28.01. 10:00;28;01;10;0,21578
28.01. 11:00;28;01;11;0,21531
28.01. 12:00;28;01;12;0,20166
28.01. 13:00;28;01;13;0,16298
28.01. 14:00;28;01;14;0,15493
28.01. 15:00;28;01;15;0,197
28.01. 16:00;28;01;16;0,21613
28.01. 17:00;28;01;17;0,22542
28.01. 18:00;28;01;18;0,19943
28.01. 19:00;28;01;19;0,14066
28.01. 20:00;28;01;20;0,10374
28.01. 21:00;28;01;21;0,085282
28.01. 22:00;28;01;22;0,069797
28.01. 23:00;28;01;23;0,063033
29.01. 00:00;29;01;00;0,059688
29.01. 01:00;29;01;01;0,05726
29.01. 02:00;29;01;02;0,055922
29.01. 03:00;29;01;03;0,055847
29.01. 04:00;29;01;04;0,055897
29.01. 05:00;29;01;05;0,060357
29.01. 06:00;29;01;06;0,069921
29.01. 07:00;29;01;07;0,10617
29.01. 08:00;29;01;08;0,175
29.01. 09:00;29;01;09;0,21169
29.01. 10:00;29;01;10;0,21578
29.01. 11:00;29;01;11;0,21531
29.01. 12:00;29;01;12;0,20166
29.01. 13:00;29;01;13;0,16298
29.01. 14:00;29;01;14;0,15493
29.01. 15:00;29;01;15;0,197
29.01. 16:00;29;01;16;0,21613
29.01. 17:00;29;01;17;0,22542
29.01. 18:00;29;01;18;0,19943
29.01. 19:00;29;01;19;0,14066
29.01. 20:00;29;01;20;0,10374
29.01. 21:00;29;01;21;0,085282
29.01. 22:00;29;01;22;0,069797
29.01. 23:00;29;01;23;0,063033
30.01. 00:00;30;01;00;0,059688
30.01. 01:00;30;01;01;0,05726
30.01. 02:00;30;01;02;0,055922
